N,P,K,temperature,humidity,ph,rainfall,label
98.97,11.66,39.93,21.98,81.38,6.68,33.06,watermelon
44.07,65.27,22.83,28.81,53.39,7.14,83.73,blackgram
105.01,79.1,41.61,25.52,79.14,4.1,90.97,banana
73.91,46.49,45.54,25.9,78.33,6.65,167.02,jute
89.46,22.4,20.32,25.14,53.45,7.19,123.82,coffee
24.15,5.36,19.89,28.64,92.36,5.5,206.77,coconut
124.21,61.21,20.61,24.29,80.09,7.61,72.62,cotton
15.18,51.73,21.87,31.58,40.42,7.24,61.81,mothbeans
58.73,77.8,74.53,22.84,16.34,7.73,89.69,chickpea
26.26,46.3,12.88,31.17,81.47,6.23,45.33,mungbean
42.42,49.21,48.89,35.34,91.98,6.52,106.86,papaya
14.37,27.82,20.87,30.38,51.78,6.53,46.81,mothbeans
106.85,44.49,21.54,22.02,77.93,6.95,80.93,cotton
27.76,46.94,27.07,23.88,88.12,7.63,54.3,mungbean
91.63,16.01,60.41,29.74,92.68,6.04,15.39,muskmelon
64.32,88.7,59.85,23.83,80.71,6.13,103.54,banana
24.55,129.43,196.51,24.54,95.89,5.79,103.54,apple
110.91,64.55,37.51,25.94,85.23,7.08,196.4,rice
98.84,12.23,54.06,27.92,90.49,6.84,12.5,muskmelon
76.31,44.27,13.03,23.89,80.85,6.75,308.96,rice
16.48,42.29,24.31,27.53,81.15,7.53,35.16,mungbean
85.82,17.22,55.05,21.55,90.52,6.31,63.86,watermelon
125.51,55.94,19.24,25.95,69.81,6.48,83.28,cotton
39.45,69.86,84.21,20.94,18.78,7.34,76.05,chickpea
69.15,14.71,63.31,23.57,82.55,6.36,28.19,watermelon
18.96,65.75,21.97,20.26,10.0,5.59,87.97,kidneybeans
122.08,12.23,58.63,24.74,84.35,5.73,40.73,watermelon
21.83,12.42,30.73,22.33,95.29,5.85,166.59,coconut
21.42,58.33,14.22,24.31,46.49,7.74,52.63,lentil
17.58,110.33,202.82,21.45,84.66,7.1,58.2,grapes
19.71,11.98,9.85,21.37,91.52,6.71,100.42,orange
88.62,42.38,25.06,25.92,69.97,5.51,63.19,maize
85.36,40.07,49.0,24.61,86.06,6.71,201.84,rice
104.92,42.82,21.79,22.95,74.51,7.56,69.07,maize
37.79,64.23,82.07,21.45,20.3,7.01,76.66,chickpea
90.35,42.99,42.24,24.03,82.49,6.01,235.98,rice
6.66,44.17,19.26,26.81,41.16,6.56,55.39,mothbeans
88.65,50.11,70.79,26.24,81.36,5.92,170.74,rice
95.12,23.68,57.8,26.11,77.47,6.48,36.15,watermelon
25.29,10.36,38.58,29.86,91.83,5.98,191.06,coconut
75.71,55.08,27.65,20.64,54.35,5.38,100.24,maize
84.72,54.43,30.63,23.59,70.67,6.26,128.2,maize
21.62,56.09,23.07,21.21,55.93,6.73,37.21,lentil
36.56,63.25,13.12,23.13,59.65,7.2,47.78,blackgram
95.93,32.77,15.53,24.13,77.52,6.27,68.34,maize
84.35,67.75,48.71,23.35,88.01,6.2,153.48,rice
76.23,42.83,34.39,27.39,85.86,7.17,187.31,jute
30.17,13.07,31.46,27.37,95.86,5.91,179.76,coconut
13.92,49.81,27.82,29.76,48.88,6.95,45.19,mothbeans
18.34,16.53,35.48,24.36,100.0,5.91,178.55,coconut
18.73,13.63,38.87,21.54,86.74,5.51,144.11,pomegranate
93.15,41.12,38.02,25.95,62.4,5.05,153.73,maize
29.46,56.32,88.5,24.13,15.48,7.22,81.4,chickpea
87.03,14.68,41.21,23.65,82.97,6.55,20.78,watermelon
24.93,63.42,19.16,29.96,28.91,6.59,152.91,pigeonpeas
105.44,10.75,61.47,19.42,81.58,6.45,51.19,watermelon
17.07,52.14,25.84,21.49,64.53,7.12,48.99,lentil
85.47,14.75,33.99,26.7,89.1,6.65,18.27,muskmelon
99.07,54.22,28.71,22.95,84.45,5.79,263.52,rice
74.92,25.85,28.8,26.49,41.44,6.82,172.84,coffee
23.24,88.85,12.95,22.98,66.85,7.29,37.61,lentil
28.7,69.73,6.55,28.72,65.13,7.5,82.6,blackgram
105.46,10.15,64.12,26.45,91.33,6.53,19.35,muskmelon
77.44,59.03,20.91,23.45,62.09,6.27,94.23,maize
13.3,64.93,23.66,27.63,42.13,5.93,178.58,pigeonpeas
81.49,54.51,23.31,25.09,78.69,6.69,204.47,rice
15.49,50.05,24.6,23.15,56.0,7.36,41.7,mothbeans
105.53,11.53,48.88,27.33,92.77,5.95,37.52,muskmelon
100.05,13.35,51.96,25.51,89.17,6.66,14.84,muskmelon
16.25,138.73,203.28,23.5,81.95,5.51,47.54,grapes
14.11,27.01,48.12,19.6,87.49,4.83,78.37,pomegranate
88.88,20.51,51.58,17.44,87.14,6.7,45.3,watermelon
79.99,57.99,38.31,22.66,79.49,6.37,189.86,jute
136.84,37.41,28.5,27.25,70.25,6.94,72.01,cotton
118.58,30.95,13.95,28.11,82.3,6.6,88.36,cotton
32.28,62.02,15.92,26.6,62.22,7.49,52.19,blackgram
14.7,5.81,32.07,21.06,85.48,6.36,86.51,pomegranate
26.0,75.85,16.45,20.37,32.72,5.45,83.82,kidneybeans
44.28,65.13,88.86,22.56,28.95,7.59,86.52,chickpea
44.57,68.19,55.97,32.63,88.53,6.9,119.55,papaya
35.89,55.94,76.85,18.08,19.9,7.96,107.91,chickpea
77.78,21.98,57.5,27.49,86.86,6.61,60.49,watermelon
117.9,22.43,53.57,31.81,89.07,7.16,15.35,muskmelon
93.98,42.83,31.27,29.9,62.1,6.08,128.6,maize
99.75,38.11,37.4,26.92,64.06,6.28,176.57,coffee
25.74,51.1,22.14,28.24,84.77,7.89,65.76,mungbean
51.62,57.73,81.38,21.93,18.51,7.39,100.02,chickpea
38.58,62.48,46.87,32.81,96.84,6.42,146.5,papaya
103.57,28.8,19.82,25.72,67.26,7.26,176.71,coffee
82.97,45.56,34.26,22.91,81.84,6.13,206.49,rice
117.11,22.59,38.64,28.45,94.21,6.65,18.71,muskmelon
83.25,47.46,33.48,28.29,85.17,5.39,242.46,rice
84.24,46.91,43.4,24.03,76.73,6.76,216.23,jute
117.83,48.88,18.4,23.43,74.79,6.93,64.22,cotton
28.61,56.79,22.84,25.93,56.47,4.52,146.04,pigeonpeas
40.09,64.62,19.46,27.46,48.16,8.12,70.33,blackgram
93.93,22.14,52.52,27.9,92.75,6.47,10.0,muskmelon
24.96,21.19,32.21,27.96,94.47,6.18,135.57,coconut
87.45,45.62,46.48,27.05,80.83,6.28,298.17,rice
26.11,21.31,14.03,22.28,89.99,6.44,109.4,orange
19.71,22.64,24.73,31.67,39.33,5.68,101.66,mango
14.26,40.91,21.56,28.4,60.51,6.16,74.48,mango
82.42,20.85,62.05,27.12,88.58,5.42,15.19,muskmelon
92.44,24.89,42.36,25.54,74.61,6.97,248.54,rice
28.8,125.43,210.17,25.62,95.64,5.94,108.02,apple
12.63,51.73,21.75,30.87,80.25,6.72,27.52,mungbean
38.72,83.49,38.77,34.9,93.29,6.23,141.89,papaya
93.17,84.45,54.75,28.42,84.71,6.1,77.49,banana
33.01,68.62,19.62,29.45,53.71,7.5,71.59,blackgram
100.33,22.99,43.83,30.0,89.65,6.06,33.19,muskmelon
20.09,161.6,181.7,24.58,93.97,5.71,137.44,apple
19.29,16.77,33.71,24.73,97.71,6.15,213.96,coconut
55.67,54.04,50.38,31.89,92.45,7.32,169.21,papaya
28.61,63.33,9.78,23.3,63.63,5.64,140.26,pigeonpeas
99.16,44.94,23.11,24.59,80.54,5.65,208.35,jute
25.49,151.93,201.42,21.61,86.06,5.91,114.07,apple
17.07,136.34,192.36,19.88,88.47,6.52,126.33,apple
69.9,40.22,21.57,20.06,68.27,5.45,115.87,maize
31.56,38.26,23.77,27.16,84.05,6.61,35.31,mungbean
24.08,137.48,199.53,23.86,90.02,5.67,112.82,apple
21.74,88.98,18.17,25.77,64.14,7.87,19.79,lentil
12.26,131.54,174.69,26.49,85.49,6.16,53.18,grapes
102.54,47.74,56.29,21.24,73.48,6.37,250.36,rice
92.62,16.03,58.4,23.17,88.98,6.5,42.34,watermelon
27.21,69.26,24.11,27.67,67.7,6.6,60.64,lentil
17.3,129.85,209.2,18.17,97.33,6.09,112.37,apple
23.24,129.71,191.81,19.95,87.68,6.3,59.4,grapes
32.53,42.76,87.84,21.21,14.59,7.33,90.32,chickpea
80.97,41.49,16.13,22.04,68.39,6.56,67.79,maize
102.44,96.95,36.87,27.79,76.79,5.65,88.94,banana
11.9,64.99,19.96,21.8,25.01,5.33,106.64,kidneybeans
28.62,19.4,3.8,26.52,96.73,7.01,129.84,orange
15.76,40.26,31.96,29.33,63.22,6.84,94.34,mango
109.35,23.12,25.36,25.45,52.44,6.97,105.98,coffee
48.35,45.72,45.99,34.51,94.07,6.62,162.09,papaya
8.71,142.39,225.25,25.18,77.65,5.94,53.22,grapes
15.02,133.12,201.99,19.19,74.74,6.15,72.03,grapes
22.58,11.46,28.47,26.56,93.3,6.64,184.46,coconut
102.73,47.05,19.13,27.34,82.49,6.16,54.7,cotton
62.06,55.13,53.56,23.86,87.02,6.58,209.2,rice
16.18,71.32,22.82,24.17,40.88,5.73,114.13,pigeonpeas
38.04,77.6,18.69,30.51,62.45,6.59,66.15,blackgram
25.42,63.91,71.48,19.96,22.7,6.36,82.3,chickpea
21.02,65.37,18.06,20.37,77.73,7.34,60.46,lentil
32.85,86.63,20.02,23.03,29.05,5.33,95.29,kidneybeans
13.11,145.94,192.59,21.7,87.99,5.9,108.08,apple
31.87,8.73,28.11,16.5,93.59,7.07,97.75,pomegranate
22.18,14.02,40.23,20.06,90.52,4.97,71.41,pomegranate
65.76,48.28,43.38,25.88,76.54,5.74,183.67,jute
85.2,18.62,41.71,26.29,91.18,5.98,20.24,muskmelon
12.6,74.57,28.22,29.78,50.84,5.21,116.13,pigeonpeas
79.64,39.78,38.43,24.31,78.29,7.5,163.99,jute
75.17,43.08,24.7,25.77,82.17,7.34,155.29,jute
29.6,36.17,34.54,30.49,24.07,5.95,94.96,mango
16.52,18.19,48.77,20.13,94.29,7.26,136.69,pomegranate
20.51,53.0,16.8,31.66,44.23,7.83,15.05,mothbeans
30.05,72.5,29.81,25.1,50.18,7.04,68.24,blackgram
81.7,53.62,55.86,21.52,92.67,5.42,228.93,rice
11.33,59.05,10.98,28.01,77.39,7.06,64.32,lentil
34.11,51.18,23.9,24.86,61.51,6.97,66.96,blackgram
14.92,30.29,22.83,22.51,40.72,5.55,48.28,mothbeans
8.76,120.59,199.39,23.56,86.03,5.47,73.91,grapes
102.97,12.95,41.79,18.81,91.11,6.3,47.36,watermelon
28.74,56.94,28.24,25.44,87.85,7.02,40.89,mungbean
108.94,31.16,30.07,24.21,78.53,6.74,49.73,cotton
51.7,57.39,40.49,33.39,95.08,6.61,151.7,papaya
98.55,19.85,47.41,18.41,91.34,6.6,39.31,watermelon
28.07,22.6,25.56,35.24,57.82,4.61,83.69,mango
123.33,70.85,32.61,29.21,70.9,5.8,167.35,banana
16.01,65.15,16.37,13.38,26.38,6.34,118.03,kidneybeans
21.28,53.52,10.21,29.44,78.67,7.11,33.56,mungbean
104.5,13.43,64.36,31.09,93.81,6.94,25.65,muskmelon
30.31,22.8,22.8,30.02,95.15,5.96,215.37,coconut
23.72,72.71,25.81,19.01,17.33,5.16,88.49,kidneybeans
15.22,17.81,40.2,14.35,85.33,5.74,124.44,pomegranate
44.51,67.83,19.22,21.85,70.96,7.17,74.43,blackgram
41.23,65.76,17.73,31.24,67.6,8.24,55.22,blackgram
117.91,7.71,45.94,18.62,85.16,6.64,68.86,watermelon
90.56,80.82,50.15,23.17,74.12,6.07,90.26,banana
18.47,15.28,45.34,19.18,89.2,7.24,138.78,pomegranate
104.19,33.28,31.08,27.57,52.71,6.34,167.7,coffee
46.72,51.72,56.15,31.16,94.55,6.78,143.87,papaya
105.81,51.67,44.06,27.35,80.07,7.02,192.95,jute
17.92,16.5,31.24,27.53,89.64,5.94,139.34,coconut
16.71,18.94,11.75,20.27,87.47,8.32,107.88,orange
30.32,21.18,36.13,28.09,92.92,5.32,169.97,coconut
89.88,13.45,51.04,21.81,87.11,6.92,53.02,watermelon
13.89,130.1,206.93,23.02,92.79,6.27,107.57,apple
56.7,61.95,48.43,34.08,89.14,6.36,146.54,papaya
92.5,25.37,42.79,25.97,86.72,6.22,19.96,muskmelon
108.59,17.03,45.53,29.99,93.58,6.09,25.49,muskmelon
117.58,41.11,21.0,25.47,86.83,7.03,62.19,cotton
18.61,123.17,215.23,24.56,82.21,6.39,64.37,grapes
96.08,41.19,52.9,22.99,84.33,6.41,153.23,jute
75.58,37.0,41.83,26.1,82.9,6.84,168.22,jute
22.38,127.93,211.7,20.48,80.58,6.82,71.02,grapes
18.1,53.69,16.14,23.1,62.13,6.62,29.54,lentil
83.82,50.38,35.88,23.02,79.84,6.6,218.16,rice
17.61,24.32,33.67,27.88,41.38,5.97,107.46,mango
18.37,74.13,18.85,23.35,65.47,6.6,40.85,lentil
22.73,138.31,213.27,20.67,89.43,5.43,115.74,apple
31.18,48.26,17.19,25.02,76.33,7.03,56.67,mungbean
13.68,13.38,29.9,28.01,90.98,5.59,187.77,coconut
98.57,31.06,34.01,24.01,82.23,6.17,259.91,rice
106.22,33.52,2.41,24.32,60.98,5.79,106.25,maize
14.43,23.98,29.56,34.78,51.91,5.38,99.41,mango
21.76,27.24,47.53,18.94,93.28,5.83,121.92,pomegranate
114.39,55.96,24.42,22.03,74.95,6.8,94.74,cotton
22.1,58.19,10.57,24.32,62.45,7.21,44.8,lentil
108.19,24.39,51.96,27.49,86.89,6.37,33.23,muskmelon
24.56,21.89,17.34,16.69,88.31,6.68,102.95,orange
8.32,145.96,237.58,22.65,89.58,5.87,49.41,grapes
6.35,37.49,28.98,33.57,51.97,6.06,91.92,mothbeans
93.94,32.74,35.64,25.73,71.35,6.45,147.82,coffee
18.33,72.65,13.88,19.93,19.95,5.81,97.61,kidneybeans
37.1,77.24,21.5,23.14,21.87,5.71,97.97,kidneybeans
116.28,82.39,45.16,26.51,79.33,6.2,132.49,banana
98.78,18.47,53.88,24.09,97.65,6.39,41.54,watermelon
12.98,64.69,27.5,26.32,63.74,7.05,36.99,lentil
37.59,65.42,22.06,22.05,67.36,6.78,39.84,lentil
100.51,28.39,35.68,23.51,51.23,7.29,148.43,coffee
24.8,66.98,16.46,22.63,56.35,6.35,88.17,pigeonpeas
57.08,64.07,44.73,33.35,89.45,6.71,153.27,papaya
48.99,49.54,59.4,29.24,91.02,6.68,145.4,papaya
25.42,15.98,10.74,21.26,93.71,6.73,124.91,orange
27.33,41.29,25.11,24.31,93.71,6.71,39.05,mungbean
78.73,48.41,14.38,21.01,53.78,7.17,47.68,maize
112.6,27.3,52.02,29.2,95.11,6.29,26.82,muskmelon
25.68,32.72,34.73,29.74,44.35,5.15,96.68,mango
104.49,32.7,35.6,24.26,89.21,5.68,281.53,rice
46.83,65.85,22.4,27.03,64.61,7.46,114.69,blackgram
54.61,62.3,38.42,23.15,76.94,5.57,267.93,rice
57.16,31.55,28.18,30.32,76.07,6.58,102.84,maize
19.9,132.36,202.92,23.93,84.04,5.6,90.99,grapes
14.33,79.72,27.99,21.55,53.36,7.05,37.79,lentil
96.14,64.66,40.75,27.0,80.17,6.28,211.92,jute
103.79,53.64,31.84,26.76,73.28,7.24,66.74,cotton
96.44,22.54,37.42,27.62,50.93,6.74,156.41,coffee
94.23,81.37,54.83,29.17,78.67,6.66,62.28,banana
21.41,15.09,28.4,31.88,45.83,5.27,111.92,mango
120.45,14.83,61.96,28.84,79.99,7.02,35.23,watermelon
30.22,13.5,7.13,24.35,94.12,7.31,138.34,orange
96.92,19.08,44.99,25.69,88.89,6.13,56.72,watermelon
18.62,61.12,21.92,28.58,40.3,6.97,33.36,mothbeans
16.72,72.11,31.61,30.26,47.52,5.69,135.73,pigeonpeas
126.6,50.52,24.52,19.95,72.23,7.3,49.89,cotton
92.46,60.95,11.84,22.82,84.54,7.16,57.84,cotton
11.83,137.73,185.62,20.41,88.43,5.72,112.58,apple
16.71,49.93,13.3,23.71,20.06,5.43,108.2,kidneybeans
125.98,53.39,16.45,26.78,76.84,7.46,88.85,cotton
18.87,32.04,25.05,30.01,33.92,5.14,131.15,mango
66.74,48.54,40.58,21.71,83.79,6.68,278.32,rice
13.52,114.43,190.11,23.62,96.74,6.27,128.86,apple
25.77,126.5,203.03,22.52,77.94,5.13,54.17,grapes
20.09,108.16,201.69,22.7,92.4,4.71,94.02,apple
39.71,74.75,12.73,28.92,60.0,7.47,68.47,blackgram
18.99,24.54,54.19,16.68,89.1,4.97,111.85,pomegranate
45.67,55.29,49.42,33.1,92.38,6.92,140.68,papaya
54.44,38.1,27.53,20.05,63.2,6.58,55.95,maize
22.22,25.07,23.98,23.85,90.64,6.38,218.9,coconut
21.38,27.61,31.84,31.19,59.94,5.86,65.84,mango
26.12,130.66,176.15,21.03,92.13,6.39,104.48,apple
28.41,118.18,209.85,28.3,76.49,5.83,87.13,grapes
26.3,12.4,9.48,23.38,90.69,7.19,118.33,orange
21.64,25.61,39.85,16.73,93.37,6.85,69.16,pomegranate
10.79,54.12,21.76,27.58,41.86,5.88,213.55,pigeonpeas
15.01,20.21,40.75,23.81,93.11,6.42,90.05,pomegranate
86.86,87.33,41.94,26.57,86.17,6.4,123.05,banana
99.82,70.79,49.43,26.9,80.64,6.23,84.22,banana
22.85,59.46,15.34,32.68,37.7,7.78,42.55,mothbeans
30.34,61.61,16.2,24.55,58.46,6.53,61.81,blackgram
31.48,44.84,25.62,32.91,92.87,6.15,44.19,mungbean
60.63,56.32,79.24,23.24,15.6,7.53,58.75,chickpea
46.89,60.16,17.36,28.96,66.2,7.15,74.54,blackgram
94.17,32.42,28.55,26.85,45.43,6.14,150.22,coffee
125.07,53.18,28.11,25.77,79.2,6.45,113.36,cotton
19.38,24.06,30.25,36.27,59.23,6.38,103.71,mango
45.74,44.72,42.74,33.91,95.22,6.8,165.0,papaya
15.7,12.92,11.73,17.19,87.67,7.01,109.67,orange
104.26,47.51,14.85,24.05,83.75,6.88,72.18,cotton
15.9,11.86,41.68,12.98,83.0,6.29,109.65,pomegranate
12.37,144.83,194.28,25.81,87.61,5.4,61.51,grapes
84.25,72.9,57.6,25.77,74.61,5.6,104.36,banana
85.4,49.85,13.13,25.1,60.39,6.36,161.8,maize
24.4,12.6,28.79,28.89,94.59,5.09,150.59,coconut
25.05,62.47,23.41,24.85,66.63,7.78,113.04,mothbeans
19.32,23.74,37.58,31.53,43.73,5.56,117.42,mango
18.68,19.0,20.09,32.93,54.36,6.02,113.42,mango
25.28,125.73,182.07,19.4,87.61,6.3,90.28,apple
104.84,17.99,56.19,25.9,90.98,6.31,29.56,muskmelon
20.75,64.36,17.9,16.54,63.23,7.38,36.53,lentil
21.64,8.59,42.74,19.82,86.95,5.94,100.13,pomegranate
99.45,64.62,50.18,29.42,77.6,6.11,122.03,banana
27.02,140.58,208.9,18.55,91.52,5.79,108.79,apple
27.07,22.92,11.01,17.98,93.62,7.62,130.55,orange
35.49,54.94,42.42,33.9,88.46,6.67,165.95,papaya
18.86,80.79,25.5,20.77,59.61,7.38,10.0,lentil
116.56,60.63,20.88,26.27,75.44,6.82,109.69,cotton
92.9,22.4,26.23,24.3,54.1,6.54,212.47,coffee
16.35,9.2,29.72,25.08,93.84,6.18,199.88,coconut
19.82,68.25,14.7,26.43,69.25,7.33,44.15,lentil
12.96,123.78,210.59,22.07,90.85,5.85,120.34,apple
107.23,13.8,48.75,29.37,90.07,6.17,30.92,muskmelon
33.08,60.41,15.56,30.61,73.27,6.9,81.62,blackgram
43.98,66.42,14.59,28.44,52.2,8.24,49.48,blackgram
28.8,72.16,25.87,29.09,36.96,5.6,118.79,pigeonpeas
49.69,71.27,72.54,24.33,10.03,7.76,100.01,chickpea
52.93,30.72,40.48,24.52,77.48,6.72,168.54,rice
132.32,54.22,24.19,26.23,79.54,6.15,78.55,cotton
24.6,48.3,13.03,25.87,44.99,5.07,165.56,pigeonpeas
27.56,66.66,22.73,18.45,19.82,5.6,90.07,kidneybeans
76.68,73.8,13.57,27.92,78.42,6.02,102.07,maize
101.83,77.81,41.75,24.88,77.14,6.46,91.78,banana
68.77,59.94,51.96,26.5,83.13,6.47,223.68,jute
14.17,17.13,4.87,19.75,93.99,8.04,117.16,orange
50.0,53.43,52.16,35.18,89.89,6.09,162.58,papaya
13.6,24.2,27.98,28.07,89.64,5.82,182.28,coconut
27.35,45.03,18.52,30.96,45.88,5.87,46.79,mothbeans
90.29,57.58,22.41,21.63,71.8,6.27,263.7,rice
9.41,152.35,230.82,28.63,80.66,5.42,54.01,grapes
13.63,78.63,33.03,21.42,69.27,6.54,61.61,lentil
55.21,54.07,56.0,29.63,91.24,6.93,163.51,papaya
32.83,48.33,78.17,18.63,23.57,7.62,59.52,chickpea
43.77,66.71,90.26,18.85,10.0,7.93,61.89,chickpea
16.86,125.78,192.41,20.81,88.16,5.45,100.56,apple
105.87,20.25,49.06,21.53,81.59,7.08,37.73,watermelon
111.83,57.32,24.81,23.03,88.33,6.05,252.75,rice
45.65,64.33,47.2,29.66,90.58,6.27,151.68,papaya
15.57,17.86,23.14,24.34,72.9,5.28,60.21,mungbean
83.95,40.34,37.6,28.78,78.38,6.38,204.27,jute
35.89,62.57,67.9,30.34,91.15,5.69,137.48,papaya
17.45,14.18,36.61,26.61,86.6,7.86,116.74,pomegranate
28.08,143.49,195.58,19.64,93.3,6.34,124.33,apple
75.78,42.13,41.87,25.94,81.76,6.63,126.12,jute
34.96,65.49,14.4,25.62,67.48,6.46,61.78,blackgram
73.46,44.12,21.36,23.48,65.02,6.52,120.72,maize
10.96,18.81,38.04,16.96,88.88,6.7,118.56,pomegranate
39.25,60.82,10.79,19.48,55.13,4.67,135.11,pigeonpeas
100.15,11.85,51.82,24.56,95.14,6.42,19.79,muskmelon
0.0,49.11,17.07,32.78,85.12,6.11,47.25,mungbean
42.23,55.02,25.51,29.63,66.59,7.1,60.23,blackgram
65.39,41.46,43.46,26.88,84.88,6.4,189.9,jute
24.88,18.7,34.68,26.83,93.04,5.97,203.92,coconut
48.89,55.78,14.4,29.2,73.23,7.35,71.72,blackgram
90.16,38.52,9.29,26.33,79.88,6.01,87.51,cotton
87.53,14.05,59.96,24.85,86.88,6.44,27.25,watermelon
0.0,62.0,16.84,32.55,44.15,6.03,155.65,pigeonpeas
92.5,87.43,47.66,26.61,81.64,5.6,134.86,banana
29.3,125.84,201.18,22.59,93.12,5.79,132.22,apple
21.39,126.79,208.36,21.88,89.38,5.53,90.84,apple
11.18,72.52,16.86,24.09,70.58,6.28,35.73,lentil
42.8,61.41,54.83,36.02,91.54,6.48,149.33,papaya
24.96,50.83,17.54,31.02,78.24,7.26,50.32,mungbean
78.42,48.3,27.51,21.45,65.77,6.07,71.97,maize
31.37,59.81,24.47,26.22,47.36,5.86,160.09,pigeonpeas
108.85,34.49,39.7,25.61,51.87,6.12,186.04,coffee
8.91,15.96,13.9,23.75,92.17,7.19,109.59,orange
17.41,22.11,37.47,23.93,85.47,5.74,121.75,pomegranate
23.21,47.09,10.57,32.07,81.33,6.95,24.55,mungbean
81.7,36.84,21.48,26.83,45.86,7.04,206.55,coffee
100.18,62.93,34.89,22.02,81.37,6.43,278.77,rice
26.36,52.19,26.47,30.69,54.43,7.29,46.02,lentil
26.77,5.74,32.86,27.44,99.01,5.29,213.93,coconut
118.86,29.18,32.07,27.36,57.23,7.1,177.1,coffee
65.88,55.0,23.19,27.77,71.27,6.36,49.06,blackgram
33.24,73.65,14.45,20.61,44.73,5.67,169.85,pigeonpeas
19.13,115.2,209.4,23.85,78.05,7.12,77.15,grapes
76.6,14.88,53.18,23.61,83.46,7.07,46.6,watermelon
15.15,5.87,11.61,22.75,92.1,6.74,109.48,orange
75.51,47.92,20.12,23.56,83.79,7.14,214.27,rice
19.59,51.51,17.05,19.15,19.46,5.58,103.76,kidneybeans
33.59,71.32,87.0,21.26,21.94,7.65,87.03,chickpea
88.3,29.16,29.96,24.0,59.62,7.22,169.85,coffee
82.29,70.48,71.11,25.28,78.71,5.72,96.57,banana
11.88,27.89,28.97,31.17,49.87,7.09,68.4,mango
121.18,10.46,52.19,31.13,93.8,6.47,15.32,muskmelon
24.44,8.74,7.34,21.64,96.1,6.98,116.75,orange
81.06,40.21,36.5,25.21,77.49,6.26,205.04,jute
81.21,53.82,39.37,24.46,86.65,6.92,211.28,jute
99.41,12.73,46.34,25.18,92.23,6.82,14.03,muskmelon
27.95,35.14,23.53,29.86,73.53,6.75,40.97,mungbean
108.05,37.74,24.56,23.55,79.6,7.01,85.31,cotton
25.51,126.94,212.07,22.76,84.97,6.02,106.91,apple
107.81,25.21,26.63,24.21,45.99,6.82,179.59,coffee
20.89,46.37,21.45,28.25,89.79,7.16,32.24,mungbean
22.62,63.54,31.32,21.56,81.84,6.92,25.37,lentil
96.09,21.81,42.11,26.45,88.98,6.43,14.12,muskmelon
85.44,49.5,22.92,30.21,64.54,6.4,116.52,maize
19.84,68.73,24.81,26.9,68.95,6.72,57.13,lentil
21.73,13.81,32.69,30.16,94.72,6.77,152.55,coconut
40.21,86.01,78.39,16.87,10.0,6.4,48.32,chickpea
29.78,62.21,14.82,22.08,18.65,6.23,117.34,kidneybeans
105.24,31.77,29.24,25.57,57.7,6.84,154.99,coffee
96.61,96.36,42.96,24.89,79.73,5.86,120.4,banana
14.67,40.2,26.49,23.95,48.85,6.82,52.23,mothbeans
100.37,16.46,56.61,24.69,76.21,6.37,30.42,watermelon
94.19,62.65,48.51,22.27,81.42,5.41,108.27,banana
65.72,44.51,22.65,27.33,60.31,6.79,54.37,blackgram
123.62,25.55,33.54,24.8,47.68,7.09,132.63,coffee
30.75,47.49,20.86,19.73,55.6,5.74,166.78,pigeonpeas
83.43,48.51,43.73,27.42,78.84,6.35,195.69,jute
42.18,71.76,8.52,27.38,62.96,7.23,85.9,blackgram
20.67,134.8,197.92,22.87,94.63,6.45,76.2,grapes
24.66,121.03,186.97,25.84,81.87,6.42,56.41,grapes
44.57,39.68,47.36,29.03,89.39,6.09,154.6,papaya
20.89,18.5,26.14,30.08,41.86,6.23,111.21,mango
22.7,55.83,17.41,29.22,58.51,7.07,33.49,mothbeans
84.4,39.86,58.66,24.95,76.04,6.73,196.01,rice
17.06,81.44,12.46,22.44,19.33,5.56,120.81,kidneybeans
18.08,151.23,227.63,23.56,83.39,5.51,67.79,grapes
96.95,16.67,36.33,26.18,84.55,7.31,30.91,watermelon
22.56,14.06,13.3,24.88,86.98,6.77,97.17,orange
104.0,49.49,39.71,25.39,93.68,7.13,67.4,cotton
13.29,57.43,22.06,19.85,21.2,5.32,100.39,kidneybeans
0.0,62.49,23.31,31.8,43.37,5.55,196.16,pigeonpeas
24.6,87.86,13.91,25.55,52.16,5.77,110.71,pigeonpeas
58.54,79.21,84.82,18.32,11.2,7.11,101.77,chickpea
19.39,23.44,40.43,27.17,84.25,6.09,105.47,pomegranate
17.74,151.82,175.45,29.81,82.54,5.95,67.03,grapes
29.54,20.57,31.23,27.26,89.49,5.68,187.93,coconut
130.9,87.59,48.44,27.69,84.97,5.51,91.96,banana
14.06,25.15,39.12,14.34,84.4,6.25,84.74,pomegranate
96.9,44.31,28.93,29.15,82.3,6.41,234.03,rice
95.94,81.73,69.53,28.37,86.14,6.2,90.77,banana
96.03,74.26,43.97,27.0,75.76,5.65,94.68,banana
114.18,76.47,31.27,31.09,76.01,5.37,127.07,banana
110.15,32.45,20.41,22.36,74.72,6.61,129.71,cotton
102.75,19.87,61.18,28.57,82.29,6.45,55.07,watermelon
11.04,49.33,16.35,24.96,76.96,6.92,37.78,mungbean
23.64,35.81,29.82,36.2,36.21,6.15,118.33,mango
30.47,24.98,48.1,21.07,91.28,7.0,139.21,pomegranate
